text,comment_category,final_subjectivity_label,aspect_input,pipeline,roberta_sentiment,roberta_confidence,deberta_base_sentiment,deberta_base_confidence,deberta_base_finetuned_sentiment,deberta_base_finetuned_confidence,deberta_large_sentiment,deberta_large_confidence,deberta_models_agree,final_base_sentiment,final_base_confidence,final_finetuned_sentiment,final_finetuned_confidence,final_large_sentiment,final_large_confidence
People so much sensitive with the software while what you will do is just chat wazzup call text YouTube games location 😂 dumb people what do you think of your phone for design?😂 Useless brain you can customize an Android in anything you want. I'm using Xiaomi 15 since launch I got no issue with software I know how to tweek my phone it's very easy.😂 Meaning you don't have a brain only even if you study 😂,software,Subjective,software,absa,N/A,,negative,0.8916,negative,0.7972,negative,0.9945,True,negative,0.8916,negative,0.7972,negative,0.9945
I have the Xiaomi 15. It is really a superb smartphone. I use it as my android phone alongside with my iPhone 15 Pro. 😊,software,Subjective,software,absa,N/A,,positive,0.844,positive,0.8941,positive,0.9948,True,positive,0.844,positive,0.8941,positive,0.9948
@levipb1403 Xiaomi phone actually more cheaper and just take 5% profit different from Samsung Galaxy where is overpriced and you want they to have clean ui without worrying about they revenue for r&d or pay salary for they employee. Look like you are greedy and the Samsung animation on their ui is so boring that not have good animation and about bug note 20 update just get problem because after update the phone get bootloop and need to factory reset. So what you want? Device that have competitive price without bug? Oh I recommend you to using rock🤡🤡🤡,software,Subjective,software,absa,N/A,,negative,0.8972,negative,0.8301,negative,0.9342,True,negative,0.8972,negative,0.8301,negative,0.9342
"​@alxdava2004 meantime,I actually bought X15.ok phone,dual apps,good camera,speed charging,i'm fine.On the other side, global rom is so generic software(but also think not worse than basic google p9 android...).Shame Samsung s series don't have better cameras:)",software,Subjective,software,absa,N/A,,negative,0.8022,negative,0.4374,negative,0.9467,True,negative,0.8022,negative,0.4374,negative,0.9467
"​@andrewshiu5872I'm using Xiaomi 14 as my daily driver, I don't agree with you on hyper os , it's ok but not great, messenger bubbles bug still exists after years, notifications never arrive sometimes or they arrive AFTER I've turned off the wifi",software,Subjective,software,absa,N/A,,negative,0.5621,negative,0.5207,negative,0.9714,True,negative,0.5621,negative,0.5207,negative,0.9714
"Also the camera have weirs settings like hdr ai and ai camera which doesn't do anything but worsen the skin tones even more, xiaomi have tons of features but none of them are useful like the fastshot mode which doesn't work that great.",software,Subjective,software,absa,N/A,,negative,0.916,negative,0.8538,negative,0.5758,True,negative,0.916,negative,0.8538,negative,0.5758
"So pleased I returned it and went for the iPhone 17 pro, much better experience, amazing battery life, camera is on par with the 15 ultra, and I also find that user experience is way better, xiaomi 15 ultra is basically an average smartphone aligned with a European camera manufacturer.",battery,Subjective,battery life,absa,N/A,,positive,0.8879,positive,0.8662,neutral,0.9945,False,positive,0.8879,positive,0.8662,neutral,0.9945
Man you are saying your Day to day task temperature reaches 37/38°c 😂😂That Issue im facing in Ideal mode . My Xiaomi 15 ultra Is always on 36-38°C On ideal mode . But im living in india and current season is summer 🌞 and my city temp is almost like 38 to 40°c so i think 36/38° c Phone temp is normal for me. But it feels warm and after 5 min of use I feel like my phone will blast and i thinking it will cause Screen burning issue and Outdoor usage is the worst part battery really sucks cause of overheating,battery,Subjective,battery life,absa,N/A,,negative,0.946,negative,0.8644,negative,0.9863,True,negative,0.946,negative,0.8644,negative,0.9863
"Got the xiaomi 15 ultra...the cameras are simply STUNNING. The thermals and battery are VERY bad. So i went out an got a op13. Being playing with both for a week now...yeah cameras of 15ultra are out of this word...but the battery and charging speed of op13 are also epic while the cameras are just ""ok good"". I really want the 15ultra to get the optimization of one op13 to boost its battery stamina, otherwise i ll have to only keep the op13 and ditch the 15ultra. So disappointed.",battery,Subjective,battery life,absa,N/A,,positive,0.8631,positive,0.6627,positive,0.4793,True,positive,0.8631,positive,0.6627,positive,0.4793
"Bro, njan Xiaomi 15 ultra aanu use cheyyunnath. The camera performance is exceptional. Pinne ee paranja battery drain issue enikk ondayirunnu, but athrakk velya prashnam face cheythittilla. Previous update kazhinjappo erekkore ok aayittond enikk",battery,Subjective,battery life,absa,N/A,,negative,0.8745,negative,0.4872,negative,0.7512,True,negative,0.8745,negative,0.4872,negative,0.7512
"My 15U battery life is OK. I get around 5 hours usage on screen and in everything still around 30% left. Once done over 7,5h for two days, from 100% to 0% So it's not bad Compared to my old Xiaomi mi 11Ultra that from new done max 4,5h (mostly around 4h)",battery,Subjective,battery life,absa,N/A,,neutral,0.5547,neutral,0.6528,neutral,0.6725,True,neutral,0.5547,neutral,0.6528,neutral,0.6725
"​@boostinggtirtimeno still warm to touch even with latest firmware update and the best part, watching youtube drain battery while cooking the phone like an ultra (better than pro!) SHAME ON YOU XIAOMI",battery,Subjective,battery life,absa,N/A,,negative,0.9171,positive,0.5364,negative,0.6095,False,negative,0.9171,positive,0.5364,negative,0.6095
The issue of Xiaomi phones being overheated and bad battery life may be solved😯 The only shortcoming is the software. The global software is less stable and the updates are slower than Chinese version.😢 Then this phone is great except the price🥹,battery,Subjective,battery life,absa,N/A,,negative,0.7633,negative,0.615,negative,0.598,True,negative,0.7633,negative,0.615,negative,0.598
"the battery drain and the heating is not only in the 15 ultra but also the xiaomi 15, i've been using the xiaomi 15 for the past 12 days and i have recently seen the drain in the battery while using instagram or any social media apps, the drain on that too is 12% of battery per hour an -d at that rate the phone only lasts between 5-6 hours, i have also been facing a heating problems when i take pictures. I believe that these problems are not from the hardware but from hyperos 2.0, which they need to improve on to fix these problems on 15 series.",battery,Subjective,battery life,absa,N/A,,negative,0.9297,negative,0.8822,negative,0.7164,True,negative,0.9297,negative,0.8822,negative,0.7164
"Pffff it's so difficult when it comes to phones because camera wise the colour contrast is so good! Battery life I would say the Vivo X200 Pro is very solid, but camera wise more AI, so it depends on your needs and very different colour profile on pics. I have heard good things about the Oppo Find X8 Ultra but i think that's too early to tell atm maybe",battery,Subjective,battery life,absa,N/A,,positive,0.812,positive,0.7619,positive,0.8433,True,positive,0.812,positive,0.7619,positive,0.8433
I was thinking to upgrade my Xiaomi mi 11 ultra to this because I thought they've solved the heating and poor battery life issue. I guess I'll stick to my Mi 11 Ultra a bit more.,battery,Subjective,battery life,absa,N/A,,neutral,0.9493,neutral,0.8599,negative,0.7003,False,neutral,0.9493,neutral,0.8599,negative,0.7003
"Ente phone MI 11t pro 5g same problem vanu high battery draining ,over heating showroom il kaichapol motherboard issue nu paranju 2 days kazhinjo phone fully dead ayyi😢 MI yude highly common issue ayi ippo motherboard issue plz don't recommend MI redmi poco phones",battery,Subjective,battery life,absa,N/A,,negative,0.9906,negative,0.9772,negative,0.9728,True,negative,0.9906,negative,0.9772,negative,0.9728
​@svetllana92I was really stressed thinking this is only happening to me. I recently bought 15 Ultra but not though that 5400mah could drain that fast. I think I should have gone with vivo x200 pro 😢 the overall phone is good just the battery and heating is what they need to improve,battery,Subjective,battery life,absa,N/A,,negative,0.9651,negative,0.9433,negative,0.7865,True,negative,0.9651,negative,0.9433,negative,0.7865
One of the best camera mobile !! ❤️ Cant wait to test this more next month … only glitch is the battery drain .. Hope Xiaomi do something about it,battery,Subjective,battery life,absa,N/A,,positive,0.9127,positive,0.875,negative,0.9448,False,positive,0.9127,positive,0.875,negative,0.9448
Bro will you suggest best camera mobie Vivo x200 pro vs Xiaomi 15 ultra vs Samsung 25 ultra,camera,Subjective,photo and video quality,absa,N/A,,neutral,0.9912,neutral,0.9918,neutral,0.876,True,neutral,0.9912,neutral,0.9918,neutral,0.876
"Leica; so the Xiaomi 15 Ultra's ugly camera lenses are arranged in a L-shape. Xiaomi make some improvement to the software, HyperOS. It's now more power efficient which improved battery life. But, it cannot handle the Snapdragon 8 Elite very well and the video need some retweet. The same so-so selfie cam, no more variable aperture on the main camera to get the 200MP HP9 1/1.4"" sensor for the 100mm equivalent focal length or 4.3x periscope telephoto camera. In the end, I'd say that the Xiaomi 15 Ultra is an incredible camera phone.",camera,Subjective,photo and video quality,absa,N/A,,positive,0.7272,positive,0.6667,positive,0.6451,True,positive,0.7272,positive,0.6667,positive,0.6451
"Using Xiaomi 15 ultra for 2.5 months now. Not facing any battery issue till now(average use, CoC couple of times per day, YouTube etc.. mostly on wifi and not in mobile network.) and getting 1 day easily. Feels like there are some bugs. (WhatsApp videos getting stuck, black screen for YouTube, and OS restarted for one time) Curvature of curved display is not good as 1+(using 1+ also) Excellent photos(details and depth, especially when you check the photos taken in a 32inch or above display). Video in low light/ indoor feels to have some grains effect.(But not sure about what is the light intensity and what are the limits for a phone camera)",camera,Subjective,photo and video quality,absa,N/A,,positive,0.9445,positive,0.8562,positive,0.5413,True,positive,0.9445,positive,0.8562,positive,0.5413
"The Vivo X200 Ultra has a better wide camera, and from what I've seen, it does take somewhat better pictures. The Xiaomi 15 Ultra does better videos though. But I've read on multiple social media posts that it struggles with being consistent. Sometimes it takes excellent pics, but sometimes it puts out blurry pics.",camera,Subjective,photo and video quality,absa,N/A,,positive,0.6545,positive,0.6127,positive,0.4153,True,positive,0.6545,positive,0.6127,positive,0.4153
"I agree with you. Leica is known as a photography company (although their lenses are used by filmmakers). The Xiaomi 15 Ultra however is marketed for both stills and video as pointed out in the video 🙃. And yes — it indeed rocks for both stills and video (video thanks to third-party app). If/when Xiaomi update their camera app with key missing functionality restored in pro video mode, it will be just as good for video as it currently is for stills. Asking too much?",camera,Subjective,photo and video quality,absa,N/A,,positive,0.8263,positive,0.827,positive,0.6129,True,positive,0.8263,positive,0.827,positive,0.6129
Xiaomi 15 ultra and Vivo X200 pro detailed comparison video cheyyumo shazz bro? which is better,camera,Subjective,photo and video quality,absa,N/A,,neutral,0.7261,neutral,0.751,positive,0.9634,False,neutral,0.7261,neutral,0.751,positive,0.9634
But Xiaomi 15 ultra photos um YouTube I'll kandathil athara better aayi thonilla but ellarum parayunnu better details and camera specs also pro mode I'll xiaomi better ennu,camera,Subjective,photo and video quality,absa,N/A,,neutral,0.9281,neutral,0.8813,neutral,0.4993,True,neutral,0.9281,neutral,0.8813,neutral,0.4993
"I'm in the usa and i really want to give the Xiaomi 15 ultra or vivo's next x200 ultra a shot because id really love a top notch camera... however i also want a foldable, but i want top notch camera system...so I'm torn...",camera,Subjective,photo and video quality,absa,N/A,,positive,0.9215,positive,0.9099,positive,0.9654,True,positive,0.9215,positive,0.9099,positive,0.9654
Definitely It's a beat for Galaxy S25 Ultra and Vivo X200 pro Killer. Xiaomi 15 Ultra is the Number 1 camera Smartphone brand is now on. It's break the record on mobile Industries 📸🔥🔥🔥🔥🔥🔥. XIAOMI 15 ULTRA & XIAOMI SU7 ULTRA. Powered by Xiaomi HyperOS 2.2 🔥🔥🔥🔥😍,camera,Subjective,photo and video quality,absa,N/A,,positive,0.9428,positive,0.9237,positive,0.9998,True,positive,0.9428,positive,0.9237,positive,0.9998
Samsung S25 ultra vs Xiaomi 15 ultra which is camera king,camera,Subjective,photo and video quality,absa,N/A,,neutral,0.9274,neutral,0.9476,positive,0.5972,False,neutral,0.9274,neutral,0.9476,positive,0.5972
"As far as I know Xiaomi 15 ULTRA can't shoot FULL RES RAW Photos which to me is a BIG letdown, having 50Mpx & 200Mpx bigger than usual sensors but no option for full Res, so maybe it has something to do with this the fact it doesn't do 8k log and other log video recordings.",camera,Subjective,photo and video quality,absa,N/A,,negative,0.615,negative,0.6654,negative,0.5811,True,negative,0.615,negative,0.6654,negative,0.5811
"​@the_nomadic_ajith I don't have either phone, but from the 5+ reviews I've seen, it seem like the Xiaomi 15 ultra tends to over expose (partially due to the lack of the variable aperture thing in the main camera). The Xperia 1 vi and 1 vii is more inconsistent (any Sony fan boy would kill me for this comment, lol). Check the channel ""Through Jermaine's Lens"", his videos are VERY thorough with the photography, side by side examples with details, and he goes into depth explanations for comparisons.",camera,Subjective,photo and video quality,absa,N/A,,positive,0.5954,positive,0.5156,neutral,0.4731,False,positive,0.5954,positive,0.5156,neutral,0.4731
​@init_yeah For a noob yeah The Manual mode in Xiaomi devices are a Godsend for anyone that's actually serious People even shit on Xperia Phones based off of Marquez's Blind camera test when he didn't even use it to it's potential and straight up threw it in Auto mode This would hold true for dedicated Cameras too If you just point and shoot the result will be bad compared to something made specifically for point and shooting,camera,Subjective,photo and video quality,absa,N/A,,negative,0.7938,negative,0.7015,neutral,0.562,False,negative,0.7938,negative,0.7015,neutral,0.562
Great job! It would be awesome to have Motioncam Pro videos with Xiaomi 15 ultra.,camera,Subjective,photo and video quality,absa,N/A,,positive,0.9825,positive,0.9562,positive,0.9986,True,positive,0.9825,positive,0.9562,positive,0.9986
Can comprae photos between vivo x200 pro vs xiaomi 15 ultra,camera,Subjective,photo and video quality,absa,N/A,,neutral,0.7721,neutral,0.6783,neutral,0.9976,True,neutral,0.7721,neutral,0.6783,neutral,0.9976
"@trekkis In practicality, sure, a phone camera is better. But in terms of quality, depth of field and options of lenses for different types of photos, nothing beats a dslr or mirrorless. That is why professionals and semi-professionals prefer them. But I still use my xiaomi 14 ultra for street photography if i don't bring my camera along. Softness can be achieved with different lens options. and no, xioami does not have better lens than even dslr, what you on about ? If in the near future, a phone company were to produce a phone with 1 inch sensor to all the main cam, telephoto(macro into the telephoto lens) and the wide angle. It probably will be up there.",camera,Subjective,photo and video quality,absa,N/A,,positive,0.686,positive,0.6258,neutral,0.5203,False,positive,0.686,positive,0.6258,neutral,0.5203
We need Xiaomi 15 Ultra vs Vivo X200 Pro camera battle chap..,camera,Subjective,photo and video quality,absa,N/A,,neutral,0.7861,neutral,0.9241,positive,0.5196,False,neutral,0.7861,neutral,0.9241,positive,0.5196
bro .. x200 pro vs 15 ultra which phone is better in camera .main purpose photo,camera,Subjective,photo and video quality,absa,N/A,,neutral,0.5793,neutral,0.6633,positive,0.8251,False,neutral,0.5793,neutral,0.6633,positive,0.8251
Xiaomi 15 ultra user : crct aan paranjath batter life itiri shokam aan. And ee cases okke kittan nalla paad aan. Now using nilkin camera protection cover,camera,Subjective,photo and video quality,absa,N/A,,neutral,0.6967,neutral,0.5666,positive,0.9551,False,neutral,0.6967,neutral,0.5666,positive,0.9551
@wizzgamerwhat? Apple just sucks apple is the king of video you stupid kid vivo x200 pro is so much better than yo iPhone but you are better than Samsung s25 ultra lol😂,camera,Subjective,photo and video quality,absa,N/A,,negative,0.9463,negative,0.8302,negative,0.6202,True,negative,0.9463,negative,0.8302,negative,0.6202
grazie per il video prima di comrare questa app per il mio xiaomi 15 ultra sai se poi avro la possibilita di regolare l otturatore? F IN QUANTO NELLA APP ORIGINALE CE SOLO LA REGOLAZIONE DELLO SHUTTER SPEED GRAZIE,camera,Subjective,photo and video quality,absa,N/A,,positive,0.839,positive,0.8314,positive,0.9955,True,positive,0.839,positive,0.8314,positive,0.9955
"Only in the Chinese open market will you find a phone with a hybrid of Leica 1-inch sensors, and Vivo's telephoto camera. Best of both worlds. Compared to Vivo's excellent processed images, Xiaomi's images are more optical than digital. With a touch of cinematic color.",camera,Subjective,photo and video quality,absa,N/A,,positive,0.9755,positive,0.956,positive,0.9819,True,positive,0.9755,positive,0.956,positive,0.9819
"Thanks for this video. I have a question regarding Motion Cam and the Xiaomi 15 Ultra — is it possible to crop on the 100mm lens sensor within the app, or is the crop digital? Considering it’s a 200MP sensor, could that 100mm lens be turned into a 200mm lens by cropping the sensor?",camera,Subjective,photo and video quality,absa,N/A,,positive,0.8194,neutral,0.5268,positive,0.4615,False,positive,0.8194,neutral,0.5268,positive,0.4615
"​@kishanm.s663 Will that has any harmful effect on the lens ois? i am hearing this for the first time. Is it common to all 15 ultras? about the processing thing, i have noticed that in my friends Xiaomi 14 also. The camera is really good, images are also good and very natural compared to my iphone. But exposure gets messed up most times. 15U, i havent tried yet.",camera,Subjective,photo and video quality,absa,N/A,,neutral,0.7736,neutral,0.7711,neutral,0.9724,True,neutral,0.7736,neutral,0.7711,neutral,0.9724
"I have both the 15U and Pixel 9 Pro as my secondary. And the photo differences is night and day. XM's system looks closer to my RX100, while the Pixel is what one would call a ""processed image"" on steroids. For the sake of HDR, Pixel does a good job, but I think it's too mainstream and artificial (now) to flatten out highlights and shadows. Plus, I couldn't stand the noisy low light/zoom images on the Pixel. Xiaomi's Leica manages to maintain the natural mood of the scene pretty well, with a slight cinematic touch, which I like. And like you said, noise-free.",camera,Subjective,photo and video quality,absa,N/A,,positive,0.4705,positive,0.4994,neutral,0.4089,False,positive,0.4705,positive,0.4994,neutral,0.4089
i still think that vivo x200 ultra is the best camera phone but damn that zoom/lense transition is the smoothest ive seen on any phone,camera,Subjective,photo and video quality,absa,N/A,,positive,0.9787,positive,0.9628,neutral,0.5227,False,positive,0.9787,positive,0.9628,neutral,0.5227
"Pretty glowing review, thank you for it! Tempting to upgrade from my S22 Ultra, as Xiaomi has clearly kept pushing forward unlike Samsung. Will have to check out some camera comparisons though. Are you planning on one?",camera,Subjective,photo and video quality,absa,N/A,,positive,0.8815,positive,0.8314,positive,0.8683,True,positive,0.8815,positive,0.8314,positive,0.8683
Is the iphone 16/15 pro max takes better photo than Xiaomi 14 Ultra?,camera,Subjective,photo and video quality,absa,N/A,,neutral,0.9888,neutral,0.9877,neutral,0.979,True,neutral,0.9888,neutral,0.9877,neutral,0.979
It's camera is rubbish I'm probably gonna sell it my s23 ultra is still better than it,camera,Subjective,photo and video quality,absa,N/A,,negative,0.8525,negative,0.783,negative,0.977,True,negative,0.8525,negative,0.783,negative,0.977
The camera of the Xiaomi is ridiculously better than the Samsung,camera,Subjective,photo and video quality,absa,N/A,,positive,0.984,positive,0.9804,positive,0.9924,True,positive,0.984,positive,0.9804,positive,0.9924
For video iphone is still the king but photography I would prefer a vivo or xiaomi over iphone,camera,Subjective,photo and video quality,absa,N/A,,positive,0.9772,positive,0.9727,neutral,0.7585,False,positive,0.9772,positive,0.9727,neutral,0.7585
"A phone on a Camera , Xiaomi have done it again , I don't know why they can't make a good selfie camera though",camera,Subjective,photo and video quality,absa,N/A,,neutral,0.5343,neutral,0.6513,positive,0.9366,False,neutral,0.5343,neutral,0.6513,positive,0.9366
​​@rahulrnair6224 Both are similar in my opinion. I havent tried x200 pro...but had gone through almost all the comparison videos available online. So i feel like if the xiaomi gets the exposure correct...i prefer the look of xiaomi more than x200 pro. So it comes down to personal preferences. Hardware wise ultrawide camera is better in x200 pro.,camera,Subjective,photo and video quality,absa,N/A,,positive,0.6144,neutral,0.572,neutral,0.9577,True,positive,0.6144,neutral,0.572,neutral,0.9577
"The kind of photos you like are very subjective. I for instance preferred Samsung output since as long as I can remember. But had to use iPhone for iMessaging. I recently traded iPhone 15 ultra for galaxy s25 ultra. Although the difference is minimal between the two now compared to the previous generation, I still preferred Samsung output. However, in my opinion (again it is a very subjective thing and depends on personal choice) Xiaomi 14 ultra in a very different league. To me it is a camera first and phone second; whereas iPhone and the Samsung (specifically the s25 ultra) is a phone first and camera second.",camera,Subjective,photo and video quality,absa,N/A,,positive,0.5797,positive,0.4538,positive,0.4821,True,positive,0.5797,positive,0.4538,positive,0.4821
"There is a difference between sharpness and resolved detail. A cinema cam that's 1080p have more resolved detail than 4k smartphone video. That this phone is ""soft"" is actually much better than ""sharpening"" made on a softer video. There is a reason prores log on iphone is liked by many prosumers. Otherwise there is motioncam pro for andoid that record raw video.",camera,Subjective,photo and video quality,absa,N/A,,neutral,0.5556,neutral,0.6466,positive,0.5873,False,neutral,0.5556,neutral,0.6466,positive,0.5873
i went from the Samsung galaxy A6 to the POCO F6 PRO but the selfie camera on my A6 is much better quality than my F6 PRO 😭,camera,Subjective,photo and video quality,absa,N/A,,neutral,0.9452,neutral,0.9288,neutral,0.993,True,neutral,0.9452,neutral,0.9288,neutral,0.993
"@emin62bek for that matter Id prefer a 35mm or 32mm MAIN LENS with 1"" , VIVO X200 Ultra has a main camera with a true 35mm",camera,Subjective,photo and video quality,absa,N/A,,neutral,0.4938,positive,0.4864,neutral,0.9382,False,neutral,0.4938,positive,0.4864,neutral,0.9382
"Why can't we get this type of camera system in the States by Google, Samsung & IPhone? This is what i call an ultra device 🙌 👏",camera,Subjective,photo and video quality,absa,N/A,,positive,0.9671,positive,0.9515,positive,0.8443,True,positive,0.9671,positive,0.9515,positive,0.8443
Great review 🙌🏼 any chance you can do night camera test please? I do use my 13 Ultra for astrophotography such as Milky Way and seriously would consider 15 Ultra,camera,Subjective,photo and video quality,absa,N/A,,positive,0.8393,positive,0.7907,positive,0.8114,True,positive,0.8393,positive,0.7907,positive,0.8114
"This video is huge and shameful lie. F/1.6 aperture was already on previous model, but with physical aperture. New model without aperture and with far worse ultra wide lens is huge downgrade and one big disappointment, especially with new, ugly, red grip instead previous silver one . It's not even the same as year ago, it's far worse. Presented parameters are useless pure advert. Really, shame.",camera,Subjective,photo and video quality,absa,N/A,,negative,0.8981,negative,0.8601,negative,0.9726,True,negative,0.8981,negative,0.8601,negative,0.9726
"I'm not really sure how do I feel about it's camera setup either. (Its my opinion and highly subjective btw, so not to be taken seriously) Especially their choice to nerf main camera and ultrawide camera and improve 5x camera. I usually don't find myself zooming that much. Especially beyond 3x. So I prefer 14 ultra and planning to go for it, do you guys know something I might have missed?",camera,Subjective,photo and video quality,absa,N/A,,neutral,0.5029,neutral,0.5658,negative,0.584,False,neutral,0.5029,neutral,0.5658,negative,0.584
"​@the_nomadic_ajith photos are good. About the over exposure, I don't think it's a problem. I feel like amount of getting a good photo is having probability higher than 95% or same like other phones.(Maybe not as good as Samsung for simple click and take). and about the bugs. I haven't faced anything till now after first experience (black screen and auto restart. Maybe some updates fixed those issues) One more mild thing is we hear sound from camera module even when we place the phone on somewhere with medium level of speed(shaking of OIS and focal control mechanism)",camera,Subjective,photo and video quality,absa,N/A,,positive,0.8854,positive,0.819,positive,0.9331,True,positive,0.8854,positive,0.819,positive,0.9331
Hey Chaps! Do you think the 15 Ultra has the best camera??,camera,Subjective,photo and video quality,absa,N/A,,positive,0.4998,neutral,0.7495,neutral,0.5172,True,positive,0.4998,neutral,0.7495,neutral,0.5172
Does eco leather back in xiaomi 15 ultra support reverse wireless charging or it works only with glass back ?,charging,Subjective,charging,absa,N/A,,neutral,0.9712,neutral,0.9679,neutral,0.9928,True,neutral,0.9712,neutral,0.9679,neutral,0.9928
"Man, I wanted to say the same thing. Great camera performance, but I could never stand camera islands. Ugly, uncomfortable, and bad weight distribution. I've tested and compared my wide and squared S24U with the 14 Ultra and even the Oppo Find X8 Pro. The camera island ruins the ergonomics for me. In the future, I will try a Chinese flagship only when they change that look. Maybe it's not relevant, but when spending that kind of money, the look is important to me, too.",design,Subjective,phone design,absa,N/A,,negative,0.6774,neutral,0.5135,negative,0.59,False,negative,0.6774,neutral,0.5135,negative,0.59
"​@the_nomadic_ajitham not sure about about any harm on lens, need to see after 1 or 1.5 years. As of now, no damage. But I suspect the lens system is hitting somewhere which can decrease reliability comparing to small lens system phones. Am using Xiaomi 14 compact one also. Comparing with that, 15 ultra have super quality images. There are lot of details(especially when you put the image on a 32 inch 4k or above display). And am also using nd filter adaptor sometimes. But not very good(maybe it's because I bought the filter from AliExpress 😂)",design,Subjective,phone design,absa,N/A,,negative,0.6365,negative,0.4632,negative,0.5556,True,negative,0.6365,negative,0.4632,negative,0.5556
"My xiaomi 15 ultra now has amoled screen problem especially when the brightness is low...there appears a greenish, yellowish flickering screen in the center. Anyone else has this issue?? Will this be resolve if i change amoled screen panel?",display,Subjective,display and user interface,absa,N/A,,negative,0.9253,negative,0.8739,negative,0.6608,True,negative,0.9253,negative,0.8739,negative,0.6608
They did do something about the thermal throttling. This cools much better and temperatures stay quite lower than the 14 Ultra. I am not exactly sure about your screen complain. As far as i know no phone has 7'00 inches of screen or anything. 6'73 or 6'8 is hardly a big noticeable difference so it will feel pretty much as any smartphone.,display,Subjective,display and user interface,absa,N/A,,neutral,0.5436,positive,0.4704,positive,0.9802,True,neutral,0.5436,positive,0.4704,positive,0.9802
"I've always used Samsung and the one I am using now is S21 Utra, suddenly the green line appeared on my screen and now I don't want to risk it again since a lot of ppl having that problem even though they just bought it. I am gonna buy Xiaomi again for a change.",display,Subjective,display and user interface,absa,N/A,,negative,0.8151,negative,0.7254,negative,0.8472,True,negative,0.8151,negative,0.7254,negative,0.8472
"You think the X8 Ultra or X200 Ultra would beat this? I'm a bit disappointed they gave the global version 5410mah, also a flat screen would have been better.",display,Subjective,display and user interface,absa,N/A,,negative,0.7248,negative,0.532,neutral,0.7493,False,negative,0.7248,negative,0.532,neutral,0.7493
"I bought chinese 15 ultra in shanghai last feb and now starting to hate using it, cant even watch youtube without sound stuttering, lag when typing text on keyboard and they wont let me use swiftkey, always revert back to sogou ime.. i wish i bought honor phone instead of xiaomi... no more!",performance,Subjective,performance and speed,absa,N/A,,negative,0.9318,negative,0.8884,negative,0.9996,True,negative,0.9318,negative,0.8884,negative,0.9996
"So, Xiaomi has joined Samsung and other major brands in the premium price segment. The global version costs €1,499, and I’m not sure if Xiaomi is worth that much. Don’t get me wrong, it’s a decent phone, but the price isn’t. The Chinese version is €1,000 and comes with a 6000 mAh battery. Honestly, I’d pay €1,000 for that. But an extra €500 for a smaller battery, just because it’s the global version? No thanks. And let’s not forget, it’s still Xiaomi, with plenty of software bugs. They’ve gotten greedy, just like all the big players. It’s disappointing—Xiaomi used to be a top-spec phone for the middle class. Now, it’s becoming a status symbol, just like iPhones and Samsungs.",price,Subjective,price and value,absa,N/A,,negative,0.5199,negative,0.5013,negative,0.537,True,negative,0.5199,negative,0.5013,negative,0.537
"I read a lot of issues about xiaomi 15 ultra that hold ne bavk from buying it. I got a good offer, 25 ultra plus kit for 930. But more and more issues come up.i dunno what to do",price,Subjective,price and value,absa,N/A,,negative,0.7228,negative,0.6665,negative,0.3983,True,negative,0.7228,negative,0.6665,negative,0.3983
Xiaomi 15 ultra engane und chetto? 1 lakh nn worth ano? 1 lakh nn best which phn und ?,price,Subjective,price and value,absa,N/A,,positive,0.6359,positive,0.6455,positive,0.9969,True,positive,0.6359,positive,0.6455,positive,0.9969
"Sir, do you think Xiaomi 15 ultra is worth buying or should I buy plain Xiaomi 15? I WOULD BE VERY HAPPY IF YOU ANSWER SIR🙏",price,Subjective,price and value,absa,N/A,,positive,0.6528,positive,0.5264,positive,0.607,True,positive,0.6528,positive,0.5264,positive,0.607
"As a 14 ultra user, I'm still unsure if it's worth the £1300 upgrade or if I should keep hold and wait another year to do the old upgrade every 2 years. I just don't know how long before America has a problem with Xiaomi and bans them from Google in the same way they did Huawei and we lose yet another outstanding phone brand.",price,Subjective,price and value,absa,N/A,,negative,0.5115,negative,0.683,negative,0.8345,True,negative,0.5115,negative,0.683,negative,0.8345
100% agree. Funny to buy the best iPhone for less than a Samsung or Xiaomi phone nowadays.,price,Subjective,price and value,absa,N/A,,positive,0.6833,positive,0.7951,positive,0.9996,True,positive,0.6833,positive,0.7951,positive,0.9996
"After watching the whole video, out of the box the xiaomi is disappointing for pro video compared to apple and samsung because of missing key software features but with a third party app (motioncam) you can unlock the full potential of the xiaomi 15 ultra. He also stated the hardware is better on the xiaomi, it's just the software is lacking a few important options.",software,Subjective,software,absa,N/A,,negative,0.9209,negative,0.8184,negative,0.715,True,negative,0.9209,negative,0.8184,negative,0.715
"Wow. Other than their AI features and selfie cam, this Xiaomi 15 Ultra definitely has Samsung Galaxy S25 Ultra beaten.",software,Subjective,software,absa,N/A,,positive,0.5578,neutral,0.5172,positive,0.9186,False,positive,0.5578,neutral,0.5172,positive,0.9186
